id;name; price ; discounted_price ;status;is_call_for_price;short_description;description;image_url;Image_url_2;Image_url_3;Image_url_4
2249;Gryphon Scorpio S CD Player; IDR114.750.000,00 ; IDR-   ;hot;0;"Gryphon Scorpio plays compact disc. Period. Full stop. It does not play video discs of any kind whatsoever, nor does it play any of the so-called “high resolution” audio formats long since given the cold shoulder by music lover, audiophile and mainstream consumer alike.

Gryphon Scorpio is designed unapologetically with single-minded dedication to the compact disc, because this focused approach enables Gryphon Audio Designs to devote all our resources and expertise to releasing the full, unfettered musical potential of CD playback.

Gryphon Scorpio will reveal more of the hidden treasures in your CD collection than any other player, “universal” or otherwise, up to and well beyond its price point. That is its sole mission.

Dedication and Devotion

Gryphon Scorpio plays compact disc. Period. Full stop. It does not play video discs of any kind whatsoever, nor does it play any of the so-called “high resolution” audio formats long since given the cold shoulder by music lover, audiophile and mainstream consumer alike.

Gryphon Scorpio is designed unapologetically with single-minded dedication to the compact disc, because this focused approach enables Gryphon Audio Designs to devote all our resources and expertise to releasing the full, unfettered musical potential of CD playback.

Gryphon Scorpio will reveal more of the hidden treasures in your CD collection than any other player, “universal” or otherwise, up to and well beyond its price point. That is its sole mission.
Digital Integrity

Based on comprehensive listening sessions in the quest for the best available digital-to-analog conversion technology without regard to cost or other extraneous considerations, Gryphon Scorpio employs an Asahi Kasei Microsystems Delta-Sigma DAC from the acclaimed designers of the world’s finest professional A-to-D and D-to-A converters.

The advanced DAC at the heart of the Gryphon Scorpio makes a major contribution to the player’s effortlessly natural rendering of a three-dimensional soundscape with exceptional timing and razor-shape detail.

In the interest of extracting the purest, most unadulterated sound possible, timing issues are addressed with two independent, specially designed, temperature-compensated crystal oscillators accurate to better than five parts per million.

Gryphon’s pioneering upsampling technology significantly reduces filter demands on the analogue side of the D/A converter by shifting the spectrum of quantization noise (aliasing) up and away from the range in which it is most detrimental, so that the upper corner frequency of the digital anti-aliasing filter is more than four times that of the standard 44.1 kHz sample rate..

Despite claims made by some manufacturers, upsampling can neither miraculously restore lost information nor generate new information from the original 44.1 kHz source. What properly implemented upsampling can do is eliminate the need for conventional, steep-slope analogue filtering altogether.

In the Gryphon Scorpio, this filter is replaced by a single, silvered Mica capacitor acting as a simple, first-order analogue output filter, preserving the integrity of the audio signal for a pristine presentation staged against an utterly silent, “black” backdrop with a noise floor well below that of the recording itself.

Gryphon Scorpio executes the filter function benignly in the digital domain by employing asynchronous 32-bit/192 kHz sample rate conversion originally introduced in the digital reference standard Gryphon Mikado Signature to ensure greater resolution of fine detail, sharper image focus and extended high-frequency response.

By executing the filter function benignly in the digital domain with asynchronous 32-bit/192 kHz sample rate conversion originally introduced in the digital reference standard Gryphon Mikado Signature CD player, Gryphon Scorpio achieves extraordinary resolution of fine detail, sharp image focus and extended high-frequency response.
Audio Sculpture

Designed as a fitting mate for the potent Gryphon Diablo and Atilla integrated amplifiers, Gryphon Scorpio will stand as an attractive addition to any living space. The front vacuum fluorescent display (VFD) with four lines of 20 characters provides a practical instant overview of disc and player status.

The fine, European transport mechanism is specially constructed for silent running and effective vibration damping. The stylish feel and look of the sandblasted, anodised aluminium disc tray conveys the reliability and stability of this rock-steady, precisely calibrated mechanism.

The fit and finish of the Gryphon Scorpio is classic Gryphon in its subdued elegance and timeless beauty.";"Dedication and Devotion

	Gryphon Scorpio plays compact disc. Period. Full stop. It does not play video discs of any kind whatsoever, nor does it play any of the so-called “high resolution” audio formats long since given the cold shoulder by music lover, audiophile and mainstream consumer alike.

	Gryphon Scorpio is designed unapologetically with single-minded dedication to the compact disc, because this focused approach enables Gryphon Audio Designs to devote all our resources and expertise to releasing the full, unfettered musical potential of CD playback.

	Gryphon Scorpio will reveal more of the hidden treasures in your CD collection than any other player, “universal” or otherwise, up to and well beyond its price point. That is its sole mission.

	Digital Integrity

	Based on comprehensive listening sessions in the quest for the best available digital-to-analog conversion technology without regard to cost or other extraneous considerations, Gryphon Scorpio employs an Asahi Kasei Microsystems Delta-Sigma DAC from the acclaimed designers of the world’s finest professional A-to-D and D-to-A converters.

	The advanced DAC at the heart of the Gryphon Scorpio makes a major contribution to the player’s effortlessly natural rendering of a three-dimensional soundscape with exceptional timing and razor-shape detail.

	In the interest of extracting the purest, most unadulterated sound possible, timing issues are addressed with two independent, specially designed, temperature-compensated crystal oscillators accurate to better than five parts per million.

	Gryphon’s pioneering upsampling technology significantly reduces filter demands on the analogue side of the D/A converter by shifting the spectrum of quantization noise (aliasing) up and away from the range in which it is most detrimental, so that the upper corner frequency of the digital anti-aliasing filter is more than four times that of the standard 44.1 kHz sample rate..

	Despite claims made by some manufacturers, upsampling can neither miraculously restore lost information nor generate new information from the original 44.1 kHz source. What properly implemented upsampling can do is eliminate the need for conventional, steep-slope analogue filtering altogether.

	In the Gryphon Scorpio, this filter is replaced by a single, silvered Mica capacitor acting as a simple, first-order analogue output filter, preserving the integrity of the audio signal for a pristine presentation staged against an utterly silent, “black” backdrop with a noise floor well below that of the recording itself.

	Gryphon Scorpio executes the filter function benignly in the digital domain by employing asynchronous 32-bit/192 kHz sample rate conversion originally introduced in the digital reference standard Gryphon Mikado Signature to ensure greater resolution of fine detail, sharper image focus and extended high-frequency response.

	By executing the filter function benignly in the digital domain with asynchronous 32-bit/192 kHz sample rate conversion originally introduced in the digital reference standard Gryphon Mikado Signature CD player, Gryphon Scorpio achieves extraordinary resolution of fine detail, sharp image focus and extended high-frequency response.
	 

	Audio Sculpture

	Designed as a fitting mate for the potent Gryphon Diablo and Atilla integrated amplifiers, Gryphon Scorpio will stand as an attractive addition to any living space. The front vacuum fluorescent display (VFD) with four lines of 20 characters provides a practical instant overview of disc and player status.

	The fine, European transport mechanism is specially constructed for silent running and effective vibration damping. The stylish feel and look of the sandblasted, anodised aluminium disc tray conveys the reliability and stability of this rock-steady, precisely calibrated mechanism.

	The fit and finish of the Gryphon Scorpio is classic Gryphon in its subdued elegance and timeless beauty.
	 

	SPECIFICATIONS:
	- Balanced Analog/DAC Circuit: YES
	- Converters: 4x 32bit/192KHz
	- Formats: PCM
	- Output Balanced, max: 4.0Vrms
	- S/N Unweighted, 20-20000hZ: <-103dB
	- S/N weighted, A-Weighted: <-107dB
	- Distortion (THD+N): 0.0035%
	- Channel Separation: Infinite
	- Digital balanced output: 1x BNC (SPDIF)
	- Analog output impedance: (20-20000Hz): 20Ohm
	- Balanced analog outputs, pr.channel: 1x XLR
	- Bandwidth (-3dB0, max: 0-96KHz
	- Power Consumption Stand by: 5W
	- Power Consumption (Maximum): 40W
	- Power Consumption (Idle): 35W
	- Dimensions in cm W x H x D: 48 x 13.5 x 41.5";http://www.audiocentre.co.id/product/2249/1/ScorpioS.jpg;http://www.audiocentre.co.id/product/2249/2/2-2.jpg;http://www.audiocentre.co.id/product/2249/3/1-1-1-1.jpg;http://www.audiocentre.co.id/product/2249/4/3-2.jpg
2362;Harbeth P3ESR XD Bookshelf Speaker made in england; IDR47.490.000,00 ; IDR-   ;hot;0;"*Jika mengalami kendala pengiriman karena ongkos kirim yang mahal, bisa menggunakan ekspedisi rekanan kami, cara-nya langsung chat saja ke admin Tokopedia.

Harbeth’s development team has, once again, redefined what is possible from this use anywhere loudspeaker.

The completed redesign maximises the performance potential of the Harbeth exclusive 115mm RADIAL2™ Cone Technology. Delivering breathtaking transparency, accurate bass and dynamic integration across the audio spectrum.

Arguably one of the most advanced speakers in its class, the P3ESR XD is capable of being used in a wide range of listening environments and is optimised to present an easy electrical load to even low powered amplifiers.

Get ready to re-experience your music collection from one of the most groundbreaking speakers ever released by Harbeth.";"*Jika mengalami kendala pengiriman karena ongkos kirim yang mahal, bisa menggunakan ekspedisi rekanan kami, cara-nya langsung chat saja ke admin Tokopedia.

	 

	Harbeth’s development team has, once again, redefined what is possible from this use anywhere loudspeaker.

	 

	The completed redesign maximises the performance potential of the Harbeth exclusive 115mm RADIAL2™ Cone Technology. Delivering breathtaking transparency, accurate bass and dynamic integration across the audio spectrum.

	 

	Arguably one of the most advanced speakers in its class, the P3ESR XD is capable of being used in a wide range of listening environments and is optimised to present an easy electrical load to even low powered amplifiers.

	 

	Get ready to re-experience your music collection from one of the most groundbreaking speakers ever released by Harbeth.

	 

	SPECIFICATIONS:

	- Frequency Response: 75Hz – 20kHz, ±3dB free-space

	- Impedance: 6 ohms, easy to drive

	- Sensitivity: 83dB/2.83V/1m axial

	- Power Handling: 50W Programming

	- Connectors: Two 4mm

	- Dimension in mm: 306 x 190 x 184";http://www.audiocentre.co.id/product/2362/1/P3ESROliveAshAC.jpg;http://www.audiocentre.co.id/product/2362/2/P3ESRRosewoodAC.jpg;http://www.audiocentre.co.id/product/2362/3/20180816132440_Harbeth_40-P3-Olive_1.jpg;http://www.audiocentre.co.id/product/2362/4/TB2AudBt0hvOuFjSZFBXXcZgFXa_2121702007943.jpg
1924;Harman Kardon Citation Subwoofer / Subwoofer; IDR12.600.000,00 ; IDR-   ;hot;0;Harman Kardon Citation Sub Bass menggelegar untuk menonton film dan mendengarkan musik;"Harman Kardon Citation Sub

	Detailshttps://id.harmankardon.com/CITATION+SUBWOOFER.html?dwvar_CITATION%20SUBWOOFER_color=Black-APAC-Current

	Bass menggelegar untuk menonton film dan mendengarkan musik

	
		Spesifikasi General
		Transduser1 x 10” subwoofer
		Daya output200W RMS
		Rasio sinyal dibanding derau>80 dB
		Catu daya100-240V~50/60Hz
		Konsumsi daya dalam mode tidur<2.0Watts
		Daya pemancar 5GWISA<14dBm
		Modulasi 5GWISAOFDM, BPSK, QPSK, 16QAM
		Rentang frekuensi pemancar 5GWISA5.15-5.35GHz, 5.470-5.725GHz, 5.725-5.825GHz
		Dimensi (P x T x L)447 x 334 x 367 mm (17,6” x 13” x 14,4”)
		Berat14,35 kg (32 lb)
		Dimensi Kemasan (P x T x L)530 x 386 x 427 mm (20,9” x 15,2” x 16,8”)
		Berat Kemasan (Berat Kotor)16,75 kg (36,93 lb)
		Audio Specifications
		Transducer1 x 10"" subwoofer
		Output power200W RMS
		Signal-to-noise ratio>80dB
		Dimensions
		Dimension (W x H x D)447 x 334 x 367 mm (17.6” x 13” x 14.4”)
		Packaging Dimension (W x H x D)530 x 386 x 427 mm (20.9” x 15.2” x 16.8”)
		Weight14.35 kg (32 lb)
		Packaging Weight (Gross)16.75 kg (36.93 lb)


	 

	
		 


	
		 


	
		
			
				
					Berhasil menyimpan template chat
			
			
				
					Template berhasil di hapusBatalkan
			
			
				
					Oops, terjadi kendala koneksi.Coba Lagi";http://www.audiocentre.co.id/product/1924/1/citation1sub.jpg;http://www.audiocentre.co.id/product/1924/2/download28129.jpg;http://www.audiocentre.co.id/product/1924/3/harman-kardon-citation-sub.jpg;http://www.audiocentre.co.id/product/1924/4/g532CTSUBBK-B.jpg
1923;Harman Kardon Citation Tower Floorstanding speaker; IDR38.400.000,00 ; IDR-   ;hot;0;Harman Kardon Citation Tower Speaker premium cerdas yang berdiri di lantai menyajikan performa mengena;"Harman Kardon Citation Tower
	Speaker premium cerdas yang berdiri di lantai menyajikan performa mengena
	
	Spesifikasi General
	Transduser1 x tweeter 25 mm, 2 x woofer 4”, 1 x subwoofer 8” per speaker
	Daya output2 x 200W RMS
	Rasio sinyal dibanding derau>80 dB
	Catu Daya100-240 V – 50/60 Hz
	Konsumsi daya dalam mode tidur<2,0 Watt
	Jaringan nirkabel802.11 a/b/g/n/ac (2.4GHz/5GHz)
	Rentang frekuensi pemancar Wi-Fi 2.4 G2412 – 2472MHz (Pita ISM 2.4GHz, USA 11 Saluran, Eropa dan lainnya 13 Saluran)
	Daya pemancar Wi-Fi 2.4G<20dBm
	Modulasi Wi-Fi 2.4GDBPSK, DQPSK, CCK, QPSK, BPSK, 16QAM, 64QAM
	Daya pemancar Wi-Fi 5G<23dBm
	Modulasi Wi-Fi 5GQPSK, BPSK, 16QAM, 64QAM, 256QAM
	Rentang frekuensi pemancar Wi-Fi 5G5.15 - 5.35 GHz, 5.470 - 5.725 GHz, 5.725 - 5.825 GHz
	Format audio yang didukungHE-AAC, LC-AAC, MP3, Vorbis, WAV (LPCM), FLAC, Opus
	Audio Specifications
	Signal-to-noise ratio>80dB
	Output power2x200W RMS
	Transducer1 x 25mm tweeter, 2 x 4” woofer, 1 x 8”subwoofer per speaker
	Supported audio formatsHE-AAC, LC-AAC, MP3, Vorbis, WAV (LPCM), FLAC, Opus
	Dimensions
	Dimensi (P x T x L)Yes
	Berat19 kg per speaker (42lb)
	Control and Connection Specifications
	Versi Bluetooth®4.2
	Rentang frekuensi pemancar Bluetooth2402 – 2480 MHz
	Daya pemancar Bluetooth<10dBm
	Modulasi pemancar BluetoothGFSK,π/4 DQPSK, 8DPSK";http://www.audiocentre.co.id/product/1923/1/citation1.jpg;http://www.audiocentre.co.id/product/1923/2/1541697702_1417790.jpg;http://www.audiocentre.co.id/product/1923/3/harman_citation_tower_front_rueck_schwarz.jpg;
2357;Harman Kardon HK SB20 Soundbar with Subwoofer; IDR4.500.000,00 ; IDR-   ;hot;0;The Harman Kardon SB 20 soundbar provides theater-quality sound for all of your entertainment components, audio or video. Easily connect to your TV, smartphone, tablet or gaming console with HDMI (ARC), optical or Bluetooth. The wireless subwoofer delivers powerful bass and brings the future of home entertainment to life. Enjoy your favorite movies, music, sports and games in a classic, compact design that complements your home decor, integrating seamlessly with even the most stylish, slim-profile TV. This powerful soundbar is the elegant solution to complete any system.;"The Harman Kardon SB 20 soundbar provides theater-quality sound for all of your entertainment components, audio or video. Easily connect to your TV, smartphone, tablet or gaming console with HDMI (ARC), optical or Bluetooth. The wireless subwoofer delivers powerful bass and brings the future of home entertainment to life. Enjoy your favorite movies, music, sports and games in a classic, compact design that complements your home decor, integrating seamlessly with even the most stylish, slim-profile TV. This powerful soundbar is the elegant solution to complete any system.

	 

	SPECIFICATIONS:

	- Frequency Response: 45Hz - 20kHz

	- 2-way, dual driver left and right speaker modules: Yes

	- Harman Display Surround Mode: Yes

	- Total Output: 300W

	- Dolby Digital Decoding: Yes

	- Dimensions: 4x 55m full range driver: Yes

	- Dimensions 2x32mm dome tweeter: Yes

	- 2 Channel Stereo Mode: Yes

	 

	What's in the box?

	1 x Harman Kardon SB 20 soundbar

	1 x Wireless subwoofer

	1 x Remote control

	1 x Remote control battery

	1 x Wall Mount accessory for soundbar

	1 x Optical digital audio cable.

	1 x HDMI cable

	1 x Main Unit IEC cable

	1 x Subwoofer IEC cable

	1 x Quick-start guide

	1 x Warranty statement

	1 x Safety sheet";http://www.audiocentre.co.id/product/2357/1/HKSB20AC.jpg;http://www.audiocentre.co.id/product/2357/2/100384_HK_SB20_BACK_x1-1605x1605px.png;http://www.audiocentre.co.id/product/2357/3/HK_SB20_Hero.png;http://www.audiocentre.co.id/product/2357/4/100384_HK_SB20_Sub_Back_2_x1-1605x1605px.png
2462;Hegel H120 Integrated Amplifier; IDR38.500.000,00 ; IDR-   ;;0;The digital-to-analog conversion is of the highest quality in the H120, with technology crafted from the ground up by Hegel. We take full control of the digital data stream, using technology developed from our absolute reference products, ensuring digital music delivery in its purest form. The result for you is perfectly natural sound, without any artifacts that make you want to turn the volume down. The H120 has Apple Airplay, Spotify Connect, IP Control, Control4 and upnp streaming. More features are already in progress and will be offered at no cost, using the easy software update functionality. All inputs are configurable for volume bypass, so you can integrate in a home theater or with (for example) a Bluesound or Sonos. Whatever you want, you can do it with the H120.;"The digital-to-analog conversion is of the highest quality in the H120, with technology crafted from the ground up by Hegel. We take full control of the digital data stream, using technology developed from our absolute reference products, ensuring digital music delivery in its purest form. The result for you is perfectly natural sound, without any artifacts that make you want to turn the volume down. The H120 has Apple Airplay, Spotify Connect, IP Control, Control4 and upnp streaming. More features are already in progress and will be offered at no cost, using the easy software update functionality. All inputs are configurable for volume bypass, so you can integrate in a home theater or with (for example) a Bluesound or Sonos. Whatever you want, you can do it with the H120.

	 

	Specifications:

	- Power output: 2 x 75 W into 8 Ω

	- Minimum load: 2 Ω

	- Analog Inputs: 1 x balanced (XLR), 2 x unbalanced (RCA)

	- Digital Inputs: 1 x coaxial (RCA), 3 x optical, 1 x USB, 1 x Network

	- Line level Output: 1 x unbalanced variable (RCA)

	- Frequency response: 5 Hz - 100 kHz

	- Signal-to-noise ratio: More than 100 dB

	- Crosstalk: Less than -100 dB

	- Distortion: Less than 0.01% @ 50 W/8 Ω/1 kHz

	- Intermodulation: Less than 0.01% (19 kHz + 20 kHz)

	- Damping factor: More than 2000 (main power output stage)";http://www.audiocentre.co.id/product/2462/1/H120.jpg;http://www.audiocentre.co.id/product/2462/2/H120Front.jpg;http://www.audiocentre.co.id/product/2462/3/H120Back.jpg;http://www.audiocentre.co.id/product/2462/4/H120AngleBack.jpg
2461;Hegel H190 H 190 Integrated Amplifier / nad mcintosh denon arcam; IDR53.500.000,00 ; IDR-   ;hot;0;The H190 is an amplifier with DLNA streaming capabilities that can play music from any streaming platform including AirPlay. With configurable inputs, a high-end DAC, and a front-facing headphone output you can enjoy the ease of use with ultimate sound quality. In anodised black aluminium with an OLED display, the H190 is beautiful enough to be the centerpiece in any system and powerful enough to drive almost any loudspeaker on the market.;"The H190 is an amplifier with DLNA streaming capabilities that can play music from any streaming platform including AirPlay. With configurable inputs, a high-end DAC, and a front-facing headphone output you can enjoy the ease of use with ultimate sound quality. In anodised black aluminium with an OLED display, the H190 is beautiful enough to be the centerpiece in any system and powerful enough to drive almost any loudspeaker on the market.

	 

	With a damping factor of over 4000, the H190 is powerful enough to drive almost any loudspeaker currently on the market, especially the big ones! Plug in your loudspeakers and start streaming music over AirPlay, or any other DLNA streamer, quickly and easily. The high-end DAC ensures precision decoding, providing the best foundation of sound for your entire set up. The 2x150 watt SoundEngine2 error canceling amplifier prevents distortion and preserves the details and dynamic range in the original music signal.

	 

	Specifications:

	- Power output: 2 x 150 W into 8 Ω

	- Minimum load: 2 Ω

	- Analog Inputs: 1 x balanced (XLR), 2 x unbalanced (RCA)

	- Digital Inputs: 1 x coaxial (BNC), 1 x coaxial (RCA), 3 x optical, 1 x USB, 1 x Network

	- Line level Output: 1 x unbalanced fixed (RCA), 1 x unbalanced variable (RCA)

	- Frequency response: 5 Hz - 100 kHz

	- Signal-to-noise ratio: More than 100 dB

	- Crosstalk: Less than -100 dB

	- Distortion: Less than 0.01% @ 25 W/8 Ω/1 kHz

	- Intermodulation: Less than 0.01% (19 kHz + 20 kHz)

	- Damping factor: More than 4000 (main power output stage)

	- Dimensions incl feet: 12 cm x 43 cm x 41 cm (HxWxD), 19 kg shipping weight";http://www.audiocentre.co.id/product/2461/1/H190.jpg;http://www.audiocentre.co.id/product/2461/2/Screenshot_1.jpg;http://www.audiocentre.co.id/product/2461/3/H190Front.jpg;http://www.audiocentre.co.id/product/2461/4/H190BackTerminals.jpg
2338;Hegel H390 Integrated Amplifier; IDR84.500.000,00 ; IDR-   ;hot;0;The H390 is a complete product. Great care has been taken in every step of the design. From carefully selecting and matching components to using the best measurement equipment in the world, in combination with our own ears. Real people gave us input on how they would want to use a stereo system. You can connect virtually anything you like. We call it Robin Hood because it takes strengths from our reference products and offers at a lower price.;"The H390 is a complete product. Great care has been taken in every step of the design. From carefully selecting and matching components to using the best measurement equipment in the world, in combination with our own ears. Real people gave us input on how they would want to use a stereo system. You can connect virtually anything you like. We call it Robin Hood because it takes strengths from our reference products and offers at a lower price.

	 

	SPECIFICATIONS:

	- Power output: 2 x 250 W into 8 Ω, Dual Mono

	- Minimum load: 2 Ω

	- Analog Inputs: 1 x balanced (XLR), 2 x unbalanced (RCA)

	- Digital Outputs: 1 x coaxial (BNC)

	- Digital Inputs: 1 x coaxial (BNC), 1 x coaxial (RCA), 3 x optical, 1 x USB, 1 x Network

	- Line level Output: 1 x unbalanced fixed (RCA), 1 x unbalanced variable (RCA)

	- MQA supported inputs: USB, BNC, Optical and Coaxial

	- Frequency response: 5 Hz - 180 kHz

	- Signal-to-noise ratio: More than 100 dB

	- Crosstalk: Less than -100 dB

	- Distortion: Less than 0.005% @ 50 W/8 Ω/1 kHz

	- Intermodulation: Less than 0.01% (19 kHz + 20 kHz)

	- Damping factor: More than 4000 (main power output stage)

	- Dimensions incl feet: 14,5 cm x 43 cm x 44 cm (HxWxD),

	- Special features: Set Startup volume | Set max volume | Software upgradable | Configure all inputs as fixed level inputs | IP control";http://www.audiocentre.co.id/product/2338/1/H390AC.jpg;http://www.audiocentre.co.id/product/2338/2/H390.jpg;http://www.audiocentre.co.id/product/2338/3/H390AngleBack.jpg;http://www.audiocentre.co.id/product/2338/4/H390Inside.jpg
2337;Hegel H95 Integrated Amplifier; IDR29.500.000,00 ; IDR-   ;hot;0;The H95 is not only designed to change with time, but also with your needs. All inputs are configurable to be fixed level inputs, allowing you to easily integrate the H95 in a Home Theater or existing Multi Room system. There is also a high-quality headphone output, a variable pre output for connecting a subwoofer or other equipment, and a sleek informative OLED display. This makes it a perfect central \'engine\' to your system. There is no need to worry about future add-ons. Changing up to Hegel\'s cool design and signature sound quality, with a host of inputs and playback possibilities, will allow you to build an amazing multi-talented system. That is intelligence.;"The H95 is not only designed to change with time, but also with your needs. All inputs are configurable to be fixed level inputs, allowing you to easily integrate the H95 in a Home Theater or existing Multi Room system. There is also a high-quality headphone output, a variable pre output for connecting a subwoofer or other equipment, and a sleek informative OLED display. This makes it a perfect central 'engine' to your system. There is no need to worry about future add-ons. Changing up to Hegel's cool design and signature sound quality, with a host of inputs and playback possibilities, will allow you to build an amazing multi-talented system. That is intelligence.

	 

	SPECIFICATIONS:

	- Power output: 2 x 60 W into 8 Ω

	- Minimum load: 2 Ω

	- Analog Inputs: 2 x unbalanced (RCA)

	- Digital Inputs: 1 x coaxial (RCA), 3 x optical, 1 x USB, 1 x Network

	- Line level Output: 1 x unbalanced variable (RCA)

	- Headphone Output: 6.3 mm Jack (front)

	- Frequency response: 5 Hz - 100 kHz

	- Signal-to-noise ratio: More than 100 dB

	- Crosstalk: Less than -100 dB

	- Distortion: Less than 0.01% @ 25 W/8 Ω/1 kHz

	- Intermodulation: Less than 0.01% (19 kHz + 20 kHz)

	- Damping factor: More than 2000 (main power output stage)

	- Dimensions incl feet: 10 cm x 43 cm x 31 cm (HxWxD).

	- Finish: Black";http://www.audiocentre.co.id/product/2337/1/H95AC.jpg;http://www.audiocentre.co.id/product/2337/2/H95.jpg;http://www.audiocentre.co.id/product/2337/3/H95Back.jpg;http://www.audiocentre.co.id/product/2337/4/H95BackAngle.jpg
2464;Hegel V10 Phono Stage Preamp; IDR24.900.000,00 ; IDR-   ;hot;0;The Hegel V10 is a brand-new take on an old technology. With 30 years\' experience designing state-of-the-art discrete transistor circuits, we have built a phono preamplifier like no other. It is neutral, dynamic, and exceptionally revealing.;"The Hegel V10 is a brand-new take on an old technology. With 30 years' experience designing state-of-the-art discrete transistor circuits, we have built a phono preamplifier like no other. It is neutral, dynamic, and exceptionally revealing. We have used all our knowledge in amplification and applied it to one goal - To reach down into the record and reveal every bit of information. The V10 is designed to capture the sound. To get you closer to the music. To get you into the groove.

	 

	Technical Specifications

	Amplifier Typology: Ultra low noise discrete JFET transistor input stage for both MC and MM

	Gain XLR Out MM: 40dB / 45dB / 50dB / 52dB

	Gain XLR Out MC: 60dB / 65dB / 70dB / 72dB

	Gain RCA Out MM: 34dB / 39dB / 44dB / 46dB

	Gain RCA Out MC: 54dB / 59dB / 64dB / 66dB

	MC Load Impedance: Freely adjustable between 33 and 550 ohm / 47 kohm

	MM Load Capacitance: 100pF / 147pF / 220pF / 247pF / 320pF / 420pF / 467pF @ 47 kohm

	Subsonic Filter: Switchable on / off, -3dB at 20Hz, -18dB octave

	RIAA Accuracy: +/- 0,2dB / 20Hz - 20kHz

	Output Noise*: -84dB/MM (""A"" weighted ref: 0dBV), -81dB/MC (""A"" weighted ref: 0dBV)

	Output Impedance XLR / RCA: 200 ohm

	Channel Crosstalk: -84dB @1kHz 0dBV

	Frequency Response: 2Hz - 20kHz

	Distortion (THD) MM: < 0.005% @1kHz 0dBV

	Distortion (THD) MC: < 0.009% @1kHz 0dBV

	Inputs: 1 x unbalanced (RCA) MM, 1 x unbalanced (RCA) MC

	Outputs: 1 x unbalanced fixed (RCA), 1 x balanced fixed (XLR)

	Power Adapter: Hegel Power Adapter M30103

	Dimensions with Feet: 6cm x 21cm x 28cm, 2.4"" x 8,3"" x 11"" (H x W x D)";http://www.audiocentre.co.id/product/2464/1/V10AC.jpg;http://www.audiocentre.co.id/product/2464/2/V10.jpg;http://www.audiocentre.co.id/product/2464/3/V10Front.jpg;http://www.audiocentre.co.id/product/2464/4/V10Back.jpg
1051;Inakustik  Premium y-sub cable (3m); IDR1.000.000,00 ; IDR620.000,00 ;hot;0;The Premium y-sub cable is impressive with its high copper content for powerful sound. The double shielding protects against interference.;"Premium y-sub cable

	The Premium y-sub cable is impressive with its high copper content for powerful sound. The double shielding protects against interference.

	 

	  KEY-FEATURES

	
		    Double shielding
	
		    Solid metal plugs
	
		    Conductors made of high-purity OFC copper
	
		    24c gold-plated contacts 


	    ADDITIONAL PRODUCT DATA

	
		Cable diameter: 6.0 mm


	 CONNECTIONS";http://www.audiocentre.co.id/product/1051/1/inuin.jpg;http://www.audiocentre.co.id/product/1051/2/0040802.jpg;http://www.audiocentre.co.id/product/1051/3/in-akustik-premium-y-subwoofer-cable-cinch-.jpg;
2127;Inakustik CAT6 / CAT 6 Premium Network Cable 1m; IDR350.000,00 ; IDR-   ;;0;The flexible network cable in atagory 6 in the SF0UTP design has an overall braided and foil shielding and high-quality AWG24 copper wires.;"Inakustik CAT6 Premium Network Cable
	The flexible network cable in category 6 in the SF-UTP design has an overall and foil shuelding high-quality AWG24 copper wires.

	
		2-Fold shielding
	
		Separating cross between the twisted pairs
	
		Massive data conductors (AWG 24)
	
		Wire Construction: 7x AWG32
	
		Fitted with RJ-45


	 

	FEATURES:
	- SF-UTP (Separate braided and foil shielding)
	- 4 Twisted Pairs
	- Bandwidth up to 1000 Mbit/s (for giga bit network)
	- Ethernet 10baseT / 100baseT / 1000baseT
	- ISDN / DSL / Telephone (analogue)";http://www.audiocentre.co.id/product/2127/1/CAT6ETHERNETNETWORKCABLE.jpg;;;
2128;Inakustik CAT6 / CAT 6 Premium Network Cable 2m; IDR400.000,00 ; IDR-   ;;0;The flexible network cable in atagory 6 in the SF0UTP design has an overall braided and foil shielding and high-quality AWG24 copper wires.;"Inakustik CAT6 Premium Network Cable
	The flexible network cable in category 6 in the SF-UTP design has an overall and foil shuelding high-quality AWG24 copper wires.

	
		2-Fold shielding
	
		Separating cross between the twisted pairs
	
		Massive data conductors (AWG 24)
	
		Wire Construction: 7x AWG32
	
		Fitted with RJ-45


	 

	FEATURES:
	- SF-UTP (Separate braided and foil shielding)
	- 4 Rwisted Pairs
	- Bandwidth up to 1000 Mbit/s (for gigabit network)
	- Ethernet 10baseT / 100baseT / 1000baseT
	- ISDN / DSL / Telephone (analogue)";http://www.audiocentre.co.id/product/2128/1/CAT6ETHERNETNETWORKCABLE.jpg;;;
